title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
Student of the Year 2,tt7255568,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Student_of_the_year_2_Poster.jpg/220px-Student_of_the_year_2_Poster.jpg,https://en.wikipedia.org/wiki/Student_of_the_Year_2,Student of the Year 2,Student of the Year 2,0,2019,146,Drama|Romance|Sport,2.5,12671,A student must face off against bullies and overcome hurdles  both academic and romantic  to win his college's coveted Student of the Year trophy.,A student must face off against bullies and overcome hurdles  both academic and romantic  to win his college's coveted Student of the Year trophy.,,Tiger Shroff|Ananya Panday|Tara Sutaria|Aditya Seal|Manoj Pahwa|Ayesha Raza|Rajesh Kumar|Manasi Joshi Roy|Samir Soni|Gul Panag|Manjot Singh|Sahil Anand|Harsh Beniwal|Daljeet Singh Gujral|,,10 May 2019 (USA)
PM Narendra Modi,tt9558612,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/PM_Narendra_Modi.jpg/220px-PM_Narendra_Modi.jpg,https://en.wikipedia.org/wiki/PM_Narendra_Modi,PM Narendra Modi,PM Narendra Modi,0,2019,136,Biography|Drama,3.3,4484,Biography of India's Prime Minister Shri Narendra Modi.,Biography of India's Prime Minister Shri Narendra Modi.,,Boman Irani|Vivek Oberoi|Barkha Bisht|Darshan Kumaar|Zarina Wahab|Manoj Joshi|Suresh Oberoi|Prashant Narayanan|Yatin Karyekar|Rajendra Gupta|Anjan Srivastav|Imran Hasnee|Jay Bhatt|Akshat R Saluja|,,24 May 2019 (USA)
De De Pyaar De,tt8647400,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/De_De_Pyaar_De_Poster.jpg/220px-De_De_Pyaar_De_Poster.jpg,https://en.wikipedia.org/wiki/De_De_Pyaar_De,De De Pyaar De,De De Pyaar De,0,2019,135,Comedy|Romance,6.6,5387,a 50 year old Aashish living London away from his family fro many years He falls in love with a 26 year Ayesha.Thou officially not divorced from his first wife Manju.Aashish wants her permission to get married to Ayesha.Upon reaching his house in India  Ayesha finds that Aashish kids are of the same age as her.Aashish introduces Ayesha as his secretary to his family he also finds that his daughter is about to get married and VK whose become close family friend is trying to woo her Manju.,A 50-year-old single father faces disapproval from his family and his ex-wife when he falls in love with a 26-year-old woman.,,Ajay Devgn|Tabu|Rakul Preet Singh|Jimmy Sheirgill|Alok Nath|Madhumalti Kapoor|Harry Anton|Gergo Baranyi|Sammy John Heaney|Bhavin Bhanushali|Gandharv Dewan|Gulnaaz Khan|Kumud Mishra|Sunny Singh Nijjar|,,17 May 2019 (USA)
India's Most Wanted (film),tt8484942,https://upload.wikimedia.org/wikipedia/en/a/ae/India%27s_Most_Wanted_poster.jpg,https://en.wikipedia.org/wiki/India%27s_Most_Wanted_(film),India's Most Wanted,India's Most Wanted,0,2019,123,Action|Thriller,4.4,1449,India's Most Wanted is a Bollywood action thriller film directed by Raj Kumar Gupta and starring Arjun Kapoor. The film is about tracking a terrorist in a secret mission and arresting him without firing bullets. It pays tribute to unsung heroes of our society.,A group of intelligence officers embark on a top secret mission to track down a wanted international criminal.,,Arjun Kapoor|Sudev Nair|Rajesh Sharma|Prasanth|Santilal Mukherjee|,,24 May 2019 (USA)
Yeh Hai India,tt5525846,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Yeh_Hai_India_Official_Poster.jpg/220px-Yeh_Hai_India_Official_Poster.jpg,https://en.wikipedia.org/wiki/Yeh_Hai_India,Yeh Hai India,Yeh Hai India,0,2017,128,Action|Adventure|Drama,5.7,169,"Yeh Hai India  follows the story of a 25 years old NRI  who is born and brought up in U.K and shares the same stereotype views of India  which is known for its vast population  pollution and poverty. However protagonist finds new development in media or probably an 'other side of same coin' of India  which is also known for successful mars mission in first attempt  a nation which proudly holds title 'God of Cricket' for Sachin Tendulkar  who is again an Indian and a nation which is known for its holy generosity with icons like Mother Teresa"".",Yeh Hai India  follows the story of a 25 years old NRI  who is born and brought up in UK. He shares the same stereotypical views about India that most NRIs have and how his perception changes.,A Film for Every Indian,Gavie Chahal|Mohan Agashe|Mohan Joshi|Lom Harsh|,2 wins & 1 nomination,24 May 2019 (India)
Khamoshi (2019 film),tt8268972,https://upload.wikimedia.org/wikipedia/en/e/ef/Khamoshi_2019.jpg,https://en.wikipedia.org/wiki/Khamoshi_(2019_film),Khamoshi,Khamoshi,0,2019,96,Horror|Thriller,3.7,153,A remake of an English movie Hush (2016)  where a deaf and mute girl must fight for her life when a killer appears at her door.,A remake of an English movie Hush (2016)  where a deaf and mute girl must fight for her life when a killer appears at her door.,,Prabhu Deva|Tamannaah Bhatia|Bhoomika Chawla|,,14 June 2019 (India)
Kabir Singh,tt8983202,https://upload.wikimedia.org/wikipedia/en/thumb/d/dc/Kabir_Singh.jpg/220px-Kabir_Singh.jpg,https://en.wikipedia.org/wiki/Kabir_Singh,Kabir Singh,Kabir Singh,0,2019,173,Drama|Romance,7.2,20535,This Sandeep Vanga directorial is a remake of the 2017 Telugu movie Arjun Reddy. The plot revolves around an alcoholic surgeon battling temper issues. Things get worse as he watches the love of his life marry another man. High on emotions coupled with impressive action the film promises an intense watch.,Kabir Singh is a remake of a Telugu movie Arjun Reddy (2017)  where a short-tempered house surgeon gets used to drugs and drinks when his girlfriend is forced to marry another person.,,Shahid Kapoor|Kiara Advani|Soham Majumdar|Arjan Bajwa|Suresh Oberoi|Kamini Kaushal|Adil Hussain|Nikita Dutta|Amit Sharma|Anurag Arora|Dolly Mattoo|Aanchal Chauhan|Suparna Marwah|Swati Seth|,,20 June 2019 (USA)
Article 15 (film),tt10324144,https://upload.wikimedia.org/wikipedia/en/thumb/1/11/Article_15_Poster.jpg/220px-Article_15_Poster.jpg,https://en.wikipedia.org/wiki/Article_15_(film),Article 15,Article 15,0,2019,130,Crime|Drama,8.3,13417,In the rural heartlands of India  an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.,In the rural heartlands of India  an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.,Farq Bahut Kar Liya| Ab Farq Laayenge.,Ayushmann Khurrana|Nassar|Manoj Pahwa|Kumud Mishra|Isha Talwar|Sayani Gupta|Mohammed Zeeshan Ayyub|Subhrajyoti Barat|Sushil Pandey|Aakash Dabhade|Ashish Verma|Ronjini Chakraborty|Veen|Sumbul Touqueer|,1 win,28 June 2019 (USA)
One Day: Justice Delivered,tt8130558,https://upload.wikimedia.org/wikipedia/en/f/f7/One_Day-_Justice_Delivered.jpg,https://en.wikipedia.org/wiki/One_Day:_Justice_Delivered,One Day: Justice Delivered,One Day: Justice Delivered,0,2019,124,Action|Crime|Thriller,6.8,590,A Crime Branch Special Officer Investigates the Serial disappearance of high profile individuals in a state capital.,A Crime Branch Special Officer Investigates the Serial disappearance of high profile individuals in a state capital.,,Anupam Kher|Kumud Mishra|Esha Gupta|Zakir Hussain|Rajesh Sharma|Murli Sharma|Deepshika Nagpal|,,5 July 2019 (India)
Hume Tumse Pyaar Kitna,tt6862542,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Hume_Tumse_Pyaar_Kitna.jpg/220px-Hume_Tumse_Pyaar_Kitna.jpg,https://en.wikipedia.org/wiki/Hume_Tumse_Pyaar_Kitna,Hume Tumse Pyaar Kitna,Hume Tumse Pyaar Kitna,0,2019,91,Action|Drama|Romance,7.4,85,It is about limerence of Dhruv (played by Bohra) resulting from an obsessive attraction to Ananya (played by Banerjee).,It is about limerence of Dhruv (played by Bohra) resulting from an obsessive attraction to Ananya (played by Banerjee).,,Karanvir Bohra|Priya Banerjee|,,5 July 2019 (India)
Super 30 (film),tt7485048,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Super_30_The_Film.jpg/220px-Super_30_The_Film.jpg,https://en.wikipedia.org/wiki/Super_30_(film),Super 30,Super 30,0,2019,154,Biography|Drama,8.2,13972,Anand Kumar  a Mathematics genius from a modest family in Bihar who is made to believe that only a King's son can become a king is on a mission to prove that even the poor man can create some of the world's most genius minds. He starts a training program named 'Super 30' to help 30 IIT aspirants crack the entrance test and make them highly successful professionals.,Based on life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.,Inspired by the Life of Anand Kumar & His Students,Hrithik Roshan|Mrunal Thakur|Nandish Singh|Virendra Saxena|Sadhana Singh|Aditya Srivastava|Sanket Deshpande|Pankaj Tripathi|Vaibhav Gupta|Ali Haji|Rajesh Sharma|Deepali Kumar|Chittaranjan Giri|Ganesh Kumar|,,12 July 2019 (USA)
Family of Thakurganj,tt8897986,https://upload.wikimedia.org/wikipedia/en/9/99/Family_of_Thakurganj.jpg,https://en.wikipedia.org/wiki/Family_of_Thakurganj,Family of Thakurganj,Family of Thakurganj,0,2019,127,Action|Drama,9.4,895,The film is based on small town of North India. Film's story is about confrontation of love and thoughts. Along with entertainment.,The film is based on small town of North India. Film's story is about confrontation of love and thoughts. Along with entertainment.,,Jimmy Sheirgill|Mahie Gill|Nandish Singh|Pranati Rai Prakash|Saurabh Shukla|Sudhir Pandey|Supriya Pilgaonkar|Pavan Malhotra|Yashpal Sharma|Mukesh Tiwari|Raj Zutshi|Salil Acharya|Shivika Rishi|Lokesh Tilakdhari|,,19 July 2019 (India)
Batla House,tt8869978,https://upload.wikimedia.org/wikipedia/en/e/ed/Batla_House_poster.jpg,https://en.wikipedia.org/wiki/Batla_House,Batla House,Batla House,0,2019,146,Action|Drama|Thriller,7.3,5556,This action thriller is based on the real-life incident of 'Batla House Encounter'  officially known as Operation Batla House  to the silver screen. The incident took place on September 19  2008  against Indian Mujahideen (IM) terrorists in Batla House locality in Jamia Nagar  Delhi.,After a deadly encounter  a police officer works to prove that the police acted lawfully.,The Story of India's Most Decorated / Controversial Cop,John Abraham|Nora Fatehi|Mrunal Thakur|Rajesh Sharma|Ravi Kishan|Sonam Arora|Sahidur Rahaman|Manish Chaudhary|Anil Rastogi|Kranti Prakash Jha|Amruta Sant|Anil Khopkar|Aditi Gulati|Jitendra Trehan|,,15 August 2019 (USA)
Jhootha Kahin Ka,tt8206760,https://upload.wikimedia.org/wikipedia/en/a/a6/Jhootha_Kahin_Ka_Poster.jpg,https://en.wikipedia.org/wiki/Jhootha_Kahin_Ka,Jhootha Kahin Ka,Jhootha Kahin Ka,0,2019,133,Comedy,4.8,215,Two boys go to Mauritius to study and love it so much there  that they are reluctant to return home. Rishi plays Omkar's dad who turns up from the village to surprise him and is in turn surprised by his son's lifestyle.,Two boys go to Mauritius to study and love it so much there  that they are reluctant to return home. Rishi plays Omkar's dad who turns up from the village to surprise him and is in turn surprised by his son's lifestyle.,,Rishi Kapoor|Jimmy Sheirgill|Sunny Singh Nijjar|Omkar Kapoor|Nimisha Mehta|Rucha Vaidya|Manoj Joshi|Lillete Dubey|Rajesh Sharma|Gurbachan Singh|Rakesh Bedi|Neelu Kohli|Shobha Singh|Sunny Leone|,,19 July 2019 (India)
Judgementall Hai Kya,tt8108196,https://upload.wikimedia.org/wikipedia/en/c/c8/Judgementall_Hai_Kya_poster.jpg,https://en.wikipedia.org/wiki/Judgementall_Hai_Kya,Judgementall Hai Kya,Judgementall Hai Kya,0,2019,121,Comedy|Drama|Thriller,6,3269,Following the story of two quirky individuals whose lives pivot between reality and illusions.,Following the story of two quirky individuals whose lives pivot between reality and illusions.,,Kangana Ranaut|Rajkummar Rao|Amyra Dastur|Amrita Puri|Jimmy Sheirgill|,,26 July 2019 (USA)
Chicken Curry Law,tt7189494,https://upload.wikimedia.org/wikipedia/en/thumb/4/4d/Chicken_Curry_Law_Poster.jpg/220px-Chicken_Curry_Law_Poster.jpg,https://en.wikipedia.org/wiki/Chicken_Curry_Law,Chicken Curry Law,Chicken Curry Law,0,2019,127,Drama,6,19,Maya a foreigner who comes to India for her career gets kidnapped and raped by two politically influential men Makiya and Nana. She is left on the streets of Mumbai half naked by them. She is helped by Satya Deshmukh  a local social activist. Satya Deshmukh helps Maya find Sitapati Shukla who fights her case in the court against the political goons. But in every step  Maya is proven wrong and her behaviour is blamed for being raped. With all the drama unfolding  Sitapati tries to find the proof against Makiya and Nana. With an interesting and unexpected climax  will Maya get justice? Ashutosh Rana  Nivedita Bhattacharya  Makarand Deshpande  Zakir Hussain  Aman Verma  and Polish actress  Nataliya Janoszek star in this tale to shatter stereotypical assumptions faced by foreign women in India and upholds our cultural tradition of Atithi Devo Bhava.,An ambitious and innocent girl falls prey to the power of money and politics.,,Natalia Janoszek|Ashutosh Rana|Makrand Deshpande|Nivedita Bhattacharya|Mukesh Hariawala|Zakir Hussain|Aman Verma|,,9 August 2019 (India)
Arjun Patiala,tt7881524,https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Arjun_Patiala_poster.jpg/220px-Arjun_Patiala_poster.jpg,https://en.wikipedia.org/wiki/Arjun_Patiala,Arjun Patiala,Arjun Patiala,0,2019,107,Action|Comedy,4.1,676,"Arjun Patiala(Diljit Dosanjh)has recently been initiated into the police service. A man who has spend most of his early life disciplining himself in Judo and getting into the forces now decides its time to take it easy. He's introduced to his loyal ""chita munshi"" who soon turns into a confidant- Onida Singh. ( Varun Sharma) We quickly realise Arjun Patiala's quirks - That he is fond of women  and even fonder of his drink. But his quirky  original and unusual ideas help him reduce the crime rate in the city without even moving a finger. Along the way Arjun falls in love with a firebrand news reporter - Ritu Randhawa (Kriti Sanon) who might pull the curtain on his deeds. A laugh riot film  Arjun Patiala will leave you in splits.These unforgettable characters are definitely here to stay.",This spoof comedy narrates the story of a cop Arjun Patiala (Diljit Dosanjh) and his sidekick Onidda Singh (Varun Sharma). Together  will they be able to accomplish their mission of a crime-free town with their goofy style of policing?,,Diljit Dosanjh|Kriti Sanon|Varun Sharma|Ronit Roy|Seema Bhargava|Mohammed Zeeshan Ayyub|Amit Mehra|,,26 July 2019 (USA)
Jabariya Jodi,tt8785426,https://upload.wikimedia.org/wikipedia/en/9/97/Jabariya_Jodi_poster.jpg,https://en.wikipedia.org/wiki/Jabariya_Jodi,Jabariya Jodi,Jabariya Jodi,0,2019,125,Action|Comedy|Drama,4.2,767,A thug helps kidnap grooms in order to avoid paying out dowries for their upcoming marriage.,A thug helps kidnap grooms in order to avoid paying out dowries for their upcoming marriage.,,Sidharth Malhotra|Parineeti Chopra|Javed Jaffrey|Sanjay Mishra|Aparshakti Khurana|,,9 August 2019 (USA)
